time;tmp;mslp;sp;tp;irradiance
2021-12-31 21:00:00;20.801300048828125;1013.8056030273438;925.6806030273438;7.295608520507812e-05;0.0
2021-12-31 22:00:00;20.703521728515625;1014.1656494140625;925.921875;3.62396240234375e-05;0.0
2021-12-31 23:00:00;20.358673095703125;1014.052490234375;925.7268676757812;0.0;0.0
2022-01-01 00:00:00;19.969879150390625;1013.7593994140625;925.3512573242188;4.76837158203125e-07;0.0
2022-01-01 01:00:00;19.821685791015625;1013.3724975585938;924.8925170898438;0.0;0.0
2022-01-01 02:00:00;19.788970947265625;1013.1793823242188;924.6468505859375;0.0;0.0
2022-01-01 03:00:00;19.790557861328125;1013.0349731445312;924.4581298828125;0.0;0.0
2022-01-01 04:00:00;19.802642822265625;1013.2393798828125;924.5912475585938;4.76837158203125e-07;0.0
2022-01-01 05:00:00;19.629058837890625;1013.9618530273438;925.2224731445312;0.0;0.0
2022-01-01 06:00:00;19.823028564453125;1014.623779296875;925.8218994140625;0.0;16.479999542236328
2022-01-01 07:00:00;22.029205322265625;1015.3356323242188;926.5374755859375;0.0;110.22222137451172
2022-01-01 08:00:00;23.051177978515625;1015.525634765625;926.8643798828125;9.72747802734375e-05;286.50665283203125
2022-01-01 09:00:00;24.559356689453125;1015.2468872070312;926.8175048828125;9.5367431640625e-05;538.8444213867188
2022-01-01 10:00:00;25.260772705078125;1014.844970703125;926.609375;0.00019121170043945312;695.0755615234375
2022-01-01 11:00:00;25.983306884765625;1014.5693969726562;926.463134765625;0.00019073486328125;709.1555786132812
2022-01-01 12:00:00;27.289825439453125;1013.9462280273438;925.9293823242188;0.000152587890625;642.1333618164062
2022-01-01 13:00:00;27.518341064453125;1013.2262573242188;925.30810546875;0.00013780593872070312;761.2444458007812
2022-01-01 14:00:00;27.618438720703125;1012.467529296875;924.5775146484375;5.4836273193359375e-05;695.502197265625
2022-01-01 15:00:00;27.759063720703125;1011.94873046875;924.110595703125;1.621246337890625e-05;469.4755554199219
2022-01-01 16:00:00;27.271392822265625;1011.4324951171875;923.6199951171875;0.0003600120544433594;382.2755432128906
2022-01-01 17:00:00;26.849761962890625;1011.3900146484375;923.5762329101562;3.528594970703125e-05;196.2133331298828
2022-01-01 18:00:00;25.157867431640625;1011.9924926757812;924.0974731445312;1.9073486328125e-06;75.94666290283203
2022-01-01 19:00:00;23.348419189453125;1012.6543579101562;924.7293701171875;9.5367431640625e-07;1.4755555391311646
2022-01-01 20:00:00;22.752349853515625;1013.6981201171875;925.5800170898438;1.9073486328125e-06;0.0
2022-01-01 21:00:00;22.577911376953125;1014.7181396484375;926.3975219726562;0.0;0.0
